ortho,phon,syll
têtières,tEsjER,tE-sjER
éjacule,eZakyl,e-Za-kyl
brassés,bRase,bRa-se
lues,ly,ly
transatlantiques,tR@zatl@tik,tR@-zat-l@-tik
hôtelier,ot°lje,o-t°-lje
raisonnée,REzone,RE-zo-ne
largages,laRgaZ,laR-gaZ
cul,ky,ky
besant,b°z@,b°-z@
effectué,efEkt8e,e-fEk-t8e
balada,balada,ba-la-da
traînards,tREnaR,tRE-naR
coupon,kup§,ku-p§
incorporation,5kORpoRasj§,5-kOR-po-Ra-sj§
appréciées,apResje,a-pRe-sje
grimaçai,gRimasE,gRi-ma-sE
ricanaient,RikanE,Ri-ka-nE
foulque,fulk,fulk
anti-drogue,@tidROg,@-ti-dROg
prédit,pRedi,pRe-di
cahutes,kayt,ka-yt
tranche-montagne,tR@Sm§taN,tR@S-m§-taN
broutantes,bRut@t,bRu-t@t
blottirent,blotiR,blo-tiR
pimpantes,p5p@t,p5-p@t
ôté,ote,o-te
rancunes,R@kyn,R@-kyn
corrompu,koR§py,ko-R§-py
saupoudrés,sopudRe,so-pu-dRe
dégottes,degOt,de-gOt
hockeyeur,OkEj9R,O-kE-j9R
déferlent,defERl,de-fERl
heurtai,9RtE,9R-tE
bouillon,buj§,bu-j§
magnans,maN@,ma-N@
saignées,seNe,se-Ne
graissât,gREsa,gRE-sa
agrégés,agReZe,a-gRe-Ze
syriens,siRj5,si-Rj5
captivés,kaptive,kap-ti-ve
ouvrira,uvRiRa,u-vRi-Ra
compliquant,k§plik@,k§-pli-k@
drapant,dRap@,dRa-p@
dynamitant,dinamit@,di-na-mi-t@
soupières,supjER,su-pjER
désensibilisation,des@sibilizasj§,de-s@-si-bi-li-za-sj§
charbonnette,SaRbonEt,SaR-bo-nEt
onder,§de,§-de
tauromachique,toRomaSik,to-Ro-ma-Sik
citronné,sitRone,si-tRo-ne
incrustent,5kRyst,5-kRyst
légitime,leZitim,le-Zi-tim
caucasienne,kokazjEn,ko-ka-zjEn
désappointés,dezapw5te,de-za-pw5-te
meurs,m9R,m9R
trimmer,tRim9R,tRi-m9R
éloignerai,elwaN°RE,e-lwa-N°-RE
menteur,m@t9R,m@-t9R
couplé,kuple,ku-ple
trottinant,tRotin@,tRo-ti-n@
revirer,R2viRe,R2-vi-Re
caduques,kadyk,ka-dyk
clochant,kloS@,klo-S@
la,la,la
entassent,@tas,@-tas
véhicules,veikyl,ve-i-kyl
racle,Rakl,Rakl
ironisait,iRonizE,i-Ro-ni-zE
filocher,filoSe,fi-lo-Se
sortez,sORte,sOR-te
letchis,lEtSi,lEt-Si
détonateur,detonat9R,de-to-na-t9R
poivre,pwavR,pwavR
adapterait,adapt°RE,a-dap-t°-RE
clip,klip,klip
tâcherez,taS°Re,ta-S°-Re
effondra,ef§dRa,e-f§-dRa
muscles,myskl,myskl
convoqué,k§voke,k§-vo-ke
comportera,k§pORt°Ra,k§-pOR-t°-Ra
ml,mililitR,mi-li-litR
ronchon,R§S§,R§-S§
bringuebalaient,bR5g°balE,bR5-g°-ba-lE
réaction,Reaksj§,Re-ak-sj§
cassant,kas@,ka-s@
gardénias,gaRdenja,gaR-de-nja
accouplent,akupl,a-kupl
rouerie,RuRi,Ru-Ri
sources,suRs,suRs
leveur,l°v9R,l°-v9R
déjouons,deZu§,de-Zu-§
lovait,lovE,lo-vE
satanaient,satanE,sa-ta-nE
viornes,vjORn,vjORn
ministère,ministER,mi-nis-tER
literies,lit°Ri,li-t°-Ri
riantes,Rj@t,Rj@t
chicorer,SikoRe,Si-ko-Re
monômes,monom,mo-nom
appuyât,ap8ija,a-p8i-ja
liquidations,likidasj§,li-ki-da-sj§
couines,kwin,kwin
asthénies,asteni,as-te-ni
hypocrite,ipokRit,i-po-kRit
cannelée,kan°le,ka-n°-le
songiez,s§Zje,s§-Zje
prurigo,pRyRigo,pRy-Ri-go
gagnions,gaN§,ga-N§
pintait,p5tE,p5-tE
persuadent,pERs8ad,pER-s8ad
exagérée,EgzaZeRe,Eg-za-Ze-Re
yougoslaves,jugOslav,ju-gO-slav
déloyaux,delwajo,de-lwa-jo
cauchemardeuses,koS°maRd2z,ko-S°-maR-d2z
cyniquement,sinik°m@,si-ni-k°-m@
temporelle,t@poREl,t@-po-REl
défroqua,defRoka,de-fRo-ka
refrénai,R°fRenE,R°-fRe-nE
écuries,ekyRi,e-ky-Ri
signalement,siNal°m@,si-Na-l°-m@
avalèrent,avalER,a-va-lER
fumé,fyme,fy-me
entraident,@tREd,@-tREd
désoxygénation,dezOksiZenasj§,de-zOk-si-Ze-na-sj§
bourgmestre,buRgmEstR,buR-gmEstR
agnelet,aN2lE,a-N2-lE
tarsienne,taRsjEn,taR-sjEn
obusier,obyzje,o-by-zje
découvertes,dekuvERt,de-ku-vERt
électricité,elEktRisite,e-lEk-tRi-si-te
descendeurs,des@d9R,de-s@-d9R
acclimatent,aklimat,a-kli-mat
réservée,RezERve,Re-zER-ve
amendes,am@d,a-m@d
ikebana,ikebana,i-ke-ba-na
rencontrée,R@k§tRe,R@-k§-tRe
préférences,pRefeR@s,pRe-fe-R@s
émacie,emasi,e-ma-si
momies,momi,mo-mi
brancherait,bR@S°RE,bR@-S°-RE
daltons,daltOn,dal-tOn
acropole,akRopOl,a-kRo-pOl
levées,l°ve,l°-ve
dégelées,deZ°le,de-Z°-le
franco-algérienne,fR@koalZeRjEn,fR@-ko-al-Ze-RjEn
fléchis,fleSi,fle-Si
délaya,deleja,de-le-ja
prédigestion,pRediZEstj§,pRe-di-ZEs-tj§
extrairons,EkstRER§,Ek-stRE-R§
engueuleraient,@g2l°RE,@-g2-l°-RE
reparlâmes,R°paRlam,R°-paR-lam
surfais,s9RfE,s9R-fE
recollent,R°kOl,R°-kOl
ricanais,RikanE,Ri-ka-nE
capitulations,kapitylasj§,ka-pi-ty-la-sj§
perfectionnait,pERfEksjonE,pER-fEk-sjo-nE
formatage,fORmataZ,fOR-ma-taZ
évapora,evapoRa,e-va-po-Ra
avortent,avORt,a-vORt
judéité,Zydeite,Zy-de-i-te
tiraillait,tiRajE,ti-Ra-jE
pernicieux,pERnisj2,pER-ni-sj2
pupitre,pypitR,py-pitR
remorque,R°mORk,R°-mORk
psyché,psiSe,psi-Se
libidineux,libidin2,li-bi-di-n2
avatars,avataR,a-va-taR
fixée,fikse,fik-se
ridée,Ride,Ri-de
posée,poze,po-ze
thésaurus,tesORys,te-sO-Rys
payaient,pejE,pe-jE
yeux,j2,j2
réinvita,Re5vita,Re-5-vi-ta
ennuyeuses,@n8ij2z,@-n8i-j2z
incessant,5ses@,5-se-s@
voyageront,vwajaZ°R§,vwa-ja-Z°-R§
stripteaseuse,stRiptiz2z,stRip-ti-z2z
manient,mani,ma-ni
canche,k@S,k@S
crayonnés,kREjone,kRE-jo-ne
tesla,tEsla,tE-sla
perpétuités,pERpet8ite,pER-pe-t8i-te
regard,R°gaR,R°-gaR
bombardant,b§baRd@,b§-baR-d@
désynchronisation,des5kROnizasj§,de-s5-kRO-ni-za-sj§
survivrez,syRvivRe,syR-vi-vRe
dispatcher,dispatSe,dis-pat-Se
fixette,figzEt,fig-zEt
bushi,buSi,bu-Si
sympathisante,s5patiz@t,s5-pa-ti-z@t
géotropiques,ZeotRopik,Ze-o-tRo-pik
colonnes,kolOn,ko-lOn
cuissard,k8isaR,k8i-saR
polémiques,polemik,po-le-mik
déraisonner,deREzone,de-RE-zo-ne
fusionneront,fyzjOn°R§,fy-zjO-n°-R§
émoustillera,emustij°Ra,e-mus-ti-j°-Ra
ex-teinturier,Ekst5tyRje,Ek-st5-ty-Rje
électrolyse,elEktRoliz,e-lEk-tRo-liz
satanée,satane,sa-ta-ne
fréquentées,fRek@te,fRe-k@-te
lancèrent,l@sER,l@-sER
repêchait,R°pESE,R°-pE-SE
traînai,tREnE,tRE-nE
gail,gEl,gEl
saignant,sEN@,sE-N@
plaisantèrent,plEz@tER,plE-z@-tER
torchonner,tORSone,tOR-So-ne
écarquillai,ekaRkijE,e-kaR-ki-jE
reconnues,R°kony,R°-ko-ny
photomontage,fotom§taZ,fo-to-m§-taZ
rencontrait,R@k§tRE,R@-k§-tRE
paniqueras,panik°Ra,pa-ni-k°-Ra
retomberaient,R°t§b°RE,R°-t§-b°-RE
marche,maRS,maRS
flétrira,fletRiRa,fle-tRi-Ra
déversais,devERsE,de-vER-sE
fignola,fiNola,fi-No-la
détachements,detaS°m@,de-ta-S°-m@
racla,Rakla,Ra-kla
énigmatiques,enigmatik,e-nig-ma-tik
tigré,tigRe,ti-gRe
waterproof,watERpRuf,wa-tER-pRuf
boiriez,bwaRje,bwa-Rje
orfèvrerie,ORfEvR°Ri,OR-fE-vR°-Ri
brûlerez,bRyl°Re,bRy-l°-Re
passions,pasj§,pa-sj§
chapitrées,SapitRe,Sa-pi-tRe
nerveuse,nERv2z,nER-v2z
éreintés,eR5te,e-R5-te
auto-immune,otoimmyn,o-to-im-myn
ébauches,eboS,e-boS
chancres,S@kR,S@kR
bourrée,buRe,bu-Re
décontenancé,dek§t°n@se,de-k§-t°-n@-se
tortillon,tORtij§,tOR-ti-j§
gueulée,g9le,g9-le
enflaient,@flE,@-flE
donnerai,dOn°RE,dO-n°-RE
ressouvenir,R°suv°niR,R°-su-v°-niR
directeurs,diREkt9R,di-REk-t9R
accouchait,akuSE,a-ku-SE
gouvernants,guvERn@,gu-vER-n@
bâillonnons,bajon§,ba-jo-n§
baby-sitter,babisit9R,ba-bi-si-t9R
endormîmes,@dORmim,@-dOR-mim
diastolique,djastolik,djas-to-lik
stoïquement,stoik°m@,sto-i-k°-m@
mach,mak,mak
crevants,kR°v@,kR°-v@
souffletai,sufl°tE,su-fl°-tE
fennec,fenEk,fe-nEk
rigoureuses,RiguR2z,Ri-gu-R2z
tabassage,tabasaZ,ta-ba-saZ
sangle,s@gl,s@gl
méfiée,mefje,me-fje
thèse,tEz,tEz
navigation,navigasj§,na-vi-ga-sj§
dégarnie,degaRni,de-gaR-ni
parvenant,paRv°n@,paR-v°-n@
retranchait,R°tR@SE,R°-tR@-SE
pénétra,penetRa,pe-ne-tRa
pile,pil,pil
tromperai,tR§p°RE,tR§-p°-RE
diffuser,difyze,di-fy-ze
égosille,egozij,e-go-zij
hôtelières,ot°ljER,o-t°-ljER
récidives,Residiv,Re-si-div
pitchounette,pitSunEt,pit-Su-nEt
pixellisés,piksElize,pik-sE-li-ze
rouges-gorges,RuZgORZ,RuZ-gORZ
habilleuse,abij2z,a-bi-j2z
diamorphine,djamORfin,dja-mOR-fin
recouvrant,R°kuvR@,R°-ku-vR@
ravagée,RavaZe,Ra-va-Ze
exploseraient,Eksploz°RE,Ek-splo-z°-RE
brutalisées,bRytalize,bRy-ta-li-ze
dryade,dRijad,dRi-jad
prédestinations,pRedEstinasj§,pRe-dEs-ti-na-sj§
entremettait,@tR°mEtE,@-tR°-mE-tE
halle,al,al
fonctionnellement,f§ksjonEl°m@,f§k-sjo-nE-l°-m@
interdépendant,5tERdep@d@,5-tER-de-p@-d@
bosselée,bOs°le,bO-s°-le
épaules,epol,e-pol
essieux,Esj2,E-sj2
plaisant,plEz@,plE-z@
dictionnaire,diksjonER,dik-sjo-nER
mézig,mezig,me-zig
mulâtre,mylatR,my-latR
capot,kapo,ka-po
modélisée,modelize,mo-de-li-ze
prieurés,pRij9Re,pRi-j9-Re
annelé,an°le,a-n°-le
laiteries,lEt°Ri,lE-t°-Ri
forte,fORt,fORt
emboutisseur,@butis9R,@-bu-ti-s9R
régnant,ReN@,Re-N@
débouler,debule,de-bu-le
organiserais,ORganiz°RE,OR-ga-ni-z°-RE
arbitrée,aRbitRe,aR-bi-tRe
tahitiennes,taisjEn,ta-i-sjEn
mobilisable,mobilizabl,mo-bi-li-zabl
examine,Egzamin,Eg-za-min
gros,gRo,gRo
galopines,galopin,ga-lo-pin
refeuilleter,R2f9j°te,R2-f9-j°-te
diseurs,diz9R,di-z9R
imbibées,5bibe,5-bi-be
trente-cinq,tR@ts5k,tR@t-s5k
prépareraient,pRepaR°RE,pRe-pa-R°-RE
perforées,pERfoRe,pER-fo-Re
saboterai,sabOt°RE,sa-bO-t°-RE
enlèveras,@lEv°Ra,@-lE-v°-Ra
oedipe,2dip,2-dip
photonique,fotonik,fo-to-nik
dégueule,deg9l,de-g9l
déjouerions,deZuRj§,de-Zu-Rj§
quantité,k@tite,k@-ti-te
vieillir,vjejiR,vje-jiR
inappétence,inapet@s,i-na-pe-t@s
cocufier,kokyfje,ko-ky-fje
tisserand,tis°R@,ti-s°-R@
réclamons,Reklam§,Re-kla-m§
sioniste,sjonist,sjo-nist
clémence,klem@s,kle-m@s
franques,fR@k,fR@k
chine,Sin,Sin
hâtif,atif,a-tif
orphie,ORfi,OR-fi
inventoriai,5v@toRjE,5-v@-to-RjE
loin,lw5,lw5
richelieus,RiS°lj2,Ri-S°-lj2
cuverez,kyv°Re,ky-v°-Re
effeuillé,ef9je,e-f9-je
muette,m8Et,m8Et
dépeuplés,dep9ple,de-p9-ple
désigneras,deziN°Ra,de-zi-N°-Ra
miroite,miRwat,mi-Rwat
hissai,isE,i-sE
dépravés,depRave,de-pRa-ve
emballent,@bal,@-bal
inaugurés,inogyRe,i-no-gy-Re
réalisés,Realize,Re-a-li-ze
cow-boy,kobOj,ko-bOj
vivrez,vivRe,vi-vRe
déchirant,deSiR@,de-Si-R@
éplucherons,eplyS°R§,e-ply-S°-R§
sancerre,s@sER,s@-sER
entant,@t@,@-t@
gémissant,Zemis@,Ze-mi-s@
réfléchi,RefleSi,Re-fle-Si
pincements,p5s°m@,p5-s°-m@
réunîmes,Reynim,Re-y-nim
américain,ameRik5,a-me-Ri-k5
perfidie,pERfidi,pER-fi-di
histoplasmose,istoplasmoz,is-to-plas-moz
mi-excitation,miEksitasj§,mi-Ek-si-ta-sj§
alitement,alit°m@,a-li-t°-m@
biftèque,biftEk,bif-tEk
distribuée,distRib8e,dis-tRi-b8e
tacots,tako,ta-ko
biais,bjE,bjE
dominerions,domin°Rj§,do-mi-n°-Rj§
lamente,lam@t,la-m@t
instinctives,5st5ktiv,5s-t5k-tiv
revoyant,R°vwaj@,R°-vwa-j@
polluante,pOl8@t,pO-l8@t
serrera,sER°Ra,sE-R°-Ra
jusqu,Zysk,Zysk
violons,vjol§,vjo-l§
découd,deku,de-ku
imprésentable,5pRez@tabl,5-pRe-z@-tabl
surréel,syRReEl,syR-Re-El
mi-carême,mikaREm,mi-ka-REm
torturer,tORtyRe,tOR-ty-Re
loqueteuse,lOk°t2z,lO-k°-t2z
bienheureuse,bj5n2R2z,bj5-n2-R2z
ruchers,RySe,Ry-Se
gazés,gaze,ga-ze
versatilité,vERsatilite,vER-sa-ti-li-te
brifez,bRife,bRi-fe
arriérés,aRjeRe,a-Rje-Re
frotté,fRote,fRo-te
emmenez,@m°ne,@-m°-ne
parjure,paRZyR,paR-ZyR
stables,stabl,stabl
apaisante,apEz@t,a-pE-z@t
éprouverait,epRuv°RE,e-pRu-v°-RE
raccrocheur,RakRoS9R,Ra-kRo-S9R
re-boucler,R°bukle,R°-bu-kle
chronométrer,kRonometRe,kRo-no-me-tRe
pécan,pek@,pe-k@
cocasserie,kokas°Ri,ko-ka-s°-Ri
piétaille,pjetaj,pje-taj
transgresseur,tR@sgRes9R,tR@s-gRe-s9R
coronilles,koRonij,ko-Ro-nij
imprévues,5pRevy,5-pRe-vy
arc-bouter,aRkbute,aR-kbu-te
vaincre,v5kR,v5kR
débarquée,debaRke,de-baR-ke
recèle,R°sEl,R°-sEl
déchaînée,deSEne,de-SE-ne
entreprenants,@tR°pR°n@,@-tR°-pR°-n@
plombage,pl§baZ,pl§-baZ
voilà,vwala,vwa-la
cotisant,kotiz@,ko-ti-z@
pavée,pave,pa-ve
épiploon,epiplun,e-pi-plun
interplanétaires,5tERplanetER,5-tER-pla-ne-tER
rappliqua,Raplika,Ra-pli-ka
barrés,baRe,ba-Re
imploser,5ploze,5-plo-ze
soumettraient,sumEtRE,su-mE-tRE
courtiseras,kuRtiz°Ra,kuR-ti-z°-Ra
insortables,5sORtabl,5-sOR-tabl
esseulé,es9le,e-s9-le
balbutia,balbysja,bal-by-sja
désarmées,dezaRme,de-zaR-me
maths,mat,mat
pondérés,p§deRe,p§-de-Re
secouerais,s°kuRE,s°-ku-RE
triglycéride,tRigliseRid,tRi-gli-se-Rid
exhibe,Egzib,Eg-zib
empêchements,@pES°m@,@-pE-S°-m@
bosselées,bOs°le,bO-s°-le
triquait,tRikE,tRi-kE
porte-plumes,pORt°plym,pOR-t°-plym
forcenés,fORs°ne,fOR-s°-ne
reconduise,R°k§d8iz,R°-k§-d8iz
orangs-outans,oR@ut@,o-R@-u-t@
empreint,@pR5,@-pR5
anciennement,@sjEn°m@,@-sjE-n°-m@
souillée,suje,su-je
toquée,toke,to-ke
resurgir,R°syRZiR,R°-syR-ZiR
pseudopodes,ps2dopOd,ps2-do-pOd
inséraient,5seRE,5-se-RE
flagrante,flagR@t,fla-gR@t
répondaient,Rep§dE,Re-p§-dE
mangeurs,m@Z9R,m@-Z9R
empreignit,@pRENi,@-pRE-Ni
compléterait,k§plet°RE,k§-ple-t°-RE
antagoniste,@tagonist,@-ta-go-nist
redondance,R°d§d@s,R°-d§-d@s
enchaînaient,@SEnE,@-SE-nE
secrétaire,s°kRetER,s°-kRe-tER
bisques,bisk,bisk
infinité,5finite,5-fi-ni-te
accomplissant,ak§plis@,a-k§-pli-s@
crêtes,kREt,kREt
hockeyeurs,OkEj9R,O-kE-j9R
assa-foetida,asafetida,a-sa-fe-ti-da
pipa,pipa,pi-pa
restreignent,REstREN,REs-tREN
emmitoufle,@mitufl,@-mi-tufl
losangée,loz@Ze,lo-z@-Ze
filmais,filmE,fil-mE
luminescentes,lyminEs@t,ly-mi-nE-s@t
sapajou,sapaZu,sa-pa-Zu
harnachée,aRnaSe,aR-na-Se
étoupe,etup,e-tup
violeta,vjol°ta,vjo-l°-ta
envolés,@vole,@-vo-le
éveilles,evEj,e-vEj
aimé,eme,e-me
hoiries,waRi,wa-Ri
voletant,vOl°t@,vO-l°-t@
ethnologue,EtnolOg,Et-no-lOg
écoeurèrent,ek9RER,e-k9-RER
chapeauté,Sapote,Sa-po-te
divaguer,divage,di-va-ge
convie,k§vi,k§-vi
jugerais,ZyZ°RE,Zy-Z°-RE
demi-vies,d°mivi,d°-mi-vi
sarcloir,saRklwaR,saR-klwaR
guérissable,geRisabl,ge-Ri-sabl
chasserez,Sas°Re,Sa-s°-Re
relevâmes,R°l°vam,R°-l°-vam
reprendrais,R°pR@dRE,R°-pR@-dRE
directeur,diREkt9R,di-REk-t9R
désertiques,dezERtik,de-zER-tik
troue,tRu,tRu
schizoïde,skizoid,ski-zo-id
hem,Em,Em
béa,bea,be-a
provoc,pRovOk,pRo-vOk
radiographie,RadjogRafi,Ra-djo-gRa-fi
perfectionnant,pERfEksjon@,pER-fEk-sjo-n@
signons,siN§,si-N§
viennois,vjEnwa,vjE-nwa
exercée,EgzERse,Eg-zER-se
établis,etabli,e-ta-bli
pignon,piN§,pi-N§
fêter,fete,fe-te
payer,peje,pe-je
rocher,RoSe,Ro-Se
conseil,k§sEj,k§-sEj
armoire,aRmwaR,aR-mwaR
soupesée,sup°ze,su-p°-ze
exterminé,EkstERmine,Ek-stER-mi-ne
humectés,ymEkte,y-mEk-te
enjambements,@Z@b°m@,@-Z@-b°-m@
porte-malheur,pORtmal9R,pOR-tma-l9R
amèneras,amEn°Ra,a-mE-n°-Ra
autoneiges,otonEZ,o-to-nEZ
caps,kap,kap
demi-pensionnaires,d°mip@sjonER,d°-mi-p@-sjo-nER
irréligiosité,iReliZjozite,i-Re-li-Zjo-zi-te
syllogistique,siloZistik,si-lo-Zis-tik
dépasserions,depas°Rj§,de-pa-s°-Rj§
funambules,fyn@byl,fy-n@-byl
blond,bl§,bl§
disparus,dispaRy,dis-pa-Ry
douille,duj,duj
rompant,R§p@,R§-p@
empotés,@pote,@-po-te
nappés,nape,na-pe
ralliai,RaljE,Ra-ljE
rapprochaient,RapRoSE,Ra-pRo-SE
copropriété,kopRopRijete,ko-pRo-pRi-je-te
grammaticales,gRamatikal,gRa-ma-ti-kal
roulée,Rule,Ru-le
plumée,plyme,ply-me
syncoper,s5kOpe,s5-kO-pe
ascendances,as@d@s,a-s@-d@s
prisonniers,pRizonje,pRi-zo-nje
chatouillera,Satuj°Ra,Sa-tu-j°-Ra
oeuvrette,9vREt,9-vREt
quiète,kjEt,kjEt
reclassement,R°klas°m@,R°-kla-s°-m@
friponnes,fRipOn,fRi-pOn
aïoli,ajoli,a-jo-li
embarqueras,@baRk°Ra,@-baR-k°-Ra
doucin,dus5,du-s5
pare-balles,paRbal,paR-bal
agrandît,agR@di,a-gR@-di
organisait,ORganizE,OR-ga-ni-zE
avenir,av°niR,a-v°-niR
dissuadée,dis8ade,di-s8a-de
finaud,fino,fi-no
découvrissent,dekuvRis,de-ku-vRis
sois,swa,swa
prévoies,pRevwa,pRe-vwa
bloc-moteur,blOkmot9R,blOk-mo-t9R
bénédictins,benedikt5,be-ne-dik-t5
angström,@gStR2m,@g-StR2m
épicurisme,epikyRizm,e-pi-ky-Rizm
restaura,REstoRa,REs-to-Ra
mokas,moka,mo-ka
serons,s°R§,s°-R§
rondin,R§d5,R§-d5
convola,k§vola,k§-vo-la
échauffés,eSofe,e-So-fe
irrespectueusement,iREspEkt82z°m@,i-REs-pEk-t82-z°-m@
occultement,okylt°m@,o-kyl-t°-m@
annelets,an°lE,a-n°-lE
expulsions,Ekspylsj§,Ek-spyl-sj§
malsain,mals5,mal-s5
bolognaise,boloNEz,bo-lo-NEz
lingettes,l5ZEt,l5-ZEt
pelotons,p°lot§,p°-lo-t§
ensanglantement,@s@gl@t°m@,@-s@-gl@-t°-m@
somme,sOm,sOm
consultent,k§sylt,k§-sylt
bénites,benit,be-nit
lisses,lis,lis
rapetassage,Rap°tasaZ,Ra-p°-ta-saZ
rédemptoriste,Red@ptORist,Re-d@p-tO-Rist
claires,klER,klER
présentèrent,pRez@tER,pRe-z@-tER
déboucle,debukl,de-bukl
biodégradable,bjodegRadabl,bjo-de-gRa-dabl
camperons,k@p°R§,k@-p°-R§
brossa,bRosa,bRo-sa
connétable,konetabl,ko-ne-tabl
farter,faRte,faR-te
pétarade,petaRad,pe-ta-Rad
hommasse,omas,o-mas
opérateurs,opeRat9R,o-pe-Ra-t9R
littérale,liteRal,li-te-Ral
rejointes,R°Zw5t,R°-Zw5t
buissonnants,b8ison@,b8i-so-n@
non-fumeur,n§fym9R,n§-fy-m9R
ébouriffe,ebuRif,e-bu-Rif
exilées,Egzile,Eg-zi-le
brochage,bRoSaZ,bRo-SaZ
chaumé,Some,So-me
myosine,mjozin,mjo-zin
ourdisseuses,uRdis2z,uR-di-s2z
taxes,taks,taks
rebondissant,R°b§dis@,R°-b§-di-s@
jungle,Z1gl,Z1gl
baryte,baRit,ba-Rit
dessinions,desinj§,de-si-nj§
lustrait,lystRE,lys-tRE
maroufles,maRufl,ma-Rufl
élargis,elaRZi,e-laR-Zi
gommant,gom@,go-m@
flattes,flat,flat
facile,fasil,fa-sil
confondît,k§f§di,k§-f§-di
triomphal,tRij§fal,tRi-j§-fal
tenon,t°n§,t°-n§
rotors,RotOR,Ro-tOR
vlouf,vluf,vluf
rebondi,R°b§di,R°-b§-di
stylée,stile,sti-le
cramponnaient,kR@ponE,kR@-po-nE
récital,Resital,Re-si-tal
hallucine,alysin,a-ly-sin
prématurés,pRematyRe,pRe-ma-ty-Re
suffisions,syfizj§,sy-fi-zj§
rangera,R@Z°Ra,R@-Z°-Ra
compresse,k§pREs,k§-pREs
exposai,EkspozE,Ek-spo-zE
saccagne,sakaN,sa-kaN
conquiert,k§kjER,k§-kjER
munificents,mynifis@,my-ni-fi-s@
fracturé,fRaktyRe,fRak-ty-Re
quadrillerez,kadRij°Re,ka-dRi-j°-Re
percutait,pERkytE,pER-ky-tE
certifiez,sERtifje,sER-ti-fje
tripote,tRipOt,tRi-pOt
ignoreraient,iNOR°RE,i-NO-R°-RE
chevronné,S°vRone,S°-vRo-ne
empruntaient,@pR1tE,@-pR1-tE
traumatisantes,tRomatiz@t,tRo-ma-ti-z@t
résonnèrent,RezonER,Re-zo-nER
embarrassés,@baRase,@-ba-Ra-se
dentiers,d@tje,d@-tje
fourbu,fuRby,fuR-by
délibéré,delibeRe,de-li-be-Re
rissolé,Risole,Ri-so-le
astiquais,astikE,as-ti-kE
promus,pRomy,pRo-my
grand-route,gR@Rut,gR@-Rut
accotent,akOt,a-kOt
pourpoint,puRpw5,puR-pw5
pique-nique,piknik,pik-nik
bénévolence,benevOl@s,be-ne-vO-l@s
facilitation,fasilitasj§,fa-si-li-ta-sj§
douillettes,dujEt,du-jEt
télétypes,teletip,te-le-tip
laitier,letje,le-tje
feintait,f5tE,f5-tE
chevrette,S°vREt,S°-vREt
tirebouchonner,tiR°buSone,ti-R°-bu-So-ne
représenter,R°pRez@te,R°-pRe-z@-te
stridulations,stRidylasj§,stRi-dy-la-sj§
atmosphère,atmosfER,at-mos-fER
ribes,RibEs,Ri-bEs
tes,te,te
suricate,syRikat,sy-Ri-kat
aguicheuse,agiS2z,a-gi-S2z
huma,yma,y-ma
remodeler,R°mod°le,R°-mo-d°-le
essuyés,es8ije,e-s8i-je
viscéralement,viseRal°m@,vi-se-Ra-l°-m@
tonna,tona,to-na
ameutée,am2te,a-m2-te
détendeur,det@d9R,de-t@-d9R
orléanisme,ORleanizm,OR-le-a-nizm
désillusionner,dezilyzjone,de-zi-ly-zjo-ne
témoigniez,temwaNe,te-mwa-Ne
tergiversons,tERZivERs§,tER-Zi-vER-s§
intégralité,5tegRalite,5-te-gRa-li-te
spider,spajd9R,spaj-d9R
spires,spiR,spiR
postillonnes,pOstijOn,pOs-ti-jOn
exos,Ekso,Ek-so
coffres,kOfR,kOfR
ocellée,osEle,o-sE-le
farfelues,faRf°ly,faR-f°-ly
indifféraient,5difeRE,5-di-fe-RE
grifftons,gRift§,gRif-t§
inoculée,inokyle,i-no-ky-le
fléchissement,fleSis°m@,fle-Si-s°-m@
égouttaient,egutE,e-gu-tE
refermerait,R°fERm°RE,R°-fER-m°-RE
accompagnâmes,ak§paNam,a-k§-pa-Nam
cruauté,kRyote,kRy-o-te
momifie,momifi,mo-mi-fi
café-tabac,kafetaba,ka-fe-ta-ba
rugi,RyZi,Ry-Zi
pintes,p5t,p5t
choisiront,SwaziR§,Swa-zi-R§
pendouilles,p@duj,p@-duj
plagies,plaZi,pla-Zi
ruisselé,R8is°le,R8i-s°-le
onopordons,onopORd§,o-no-pOR-d§
chouchoutaient,SuSutE,Su-Su-tE
tentation,t@tasj§,t@-ta-sj§
exostoses,Egzostoz,Eg-zos-toz
transigent,tR@ziZ,tR@-ziZ
emmaillotement,@majOt°m@,@-ma-jO-t°-m@
désorientés,dezoRj@te,de-zo-Rj@-te
sanglotante,s@glot@t,s@-glo-t@t
salissant,salis@,sa-li-s@
gésier,Zezje,Ze-zje
extradition,EkstRadisj§,Ek-stRa-di-sj§
môle,mol,mol
restés,REste,REs-te
bartavelle,baRtavEl,baR-ta-vEl
zoophile,zoofil,zo-o-fil
déclenchée,dekl@Se,de-kl@-Se
navel,navEl,na-vEl
fausses,fos,fos
crus,kRy,kRy
suspendez,sysp@de,sys-p@-de
bafouées,bafwe,ba-fwe
utérus,yteRys,y-te-Rys
calicots,kaliko,ka-li-ko
effrayaient,efRejE,e-fRe-jE
complainte,k§pl5t,k§-pl5t
reconstitution,R°k§stitysj§,R°-k§s-ti-ty-sj§
ouralienne,uRaljEn,u-Ra-ljEn
épeurer,ep9Re,e-p9-Re
admis,admi,ad-mi
affalez,afale,a-fa-le
tirent,tiR,tiR
