ortho,phon,syll
livresques,livREsk,li-vREsk
livret,livRE,li-vRE
livrets,livRE,li-vRE
livreur,livR9R,li-vR9R
livreurs,livR9R,li-vR9R
livreuse,livR2z,li-vR2z
livrez,livRe,li-vRe
livrions,livRij§,li-vRi-j§
livrons,livR§,li-vR§
livrâmes,livRam,li-vRam
livrât,livRa,li-vRa
livrèrent,livRER,li-vRER
livré,livRe,li-vRe
livrée,livRe,li-vRe
livrée,livRe,li-vRe
livrées,livRe,li-vRe
livrées,livRe,li-vRe
livrés,livRe,li-vRe
livèche,livES,li-vES
liâmes,ljam,ljam
liât,lja,lja
liège,ljEZ,ljEZ
lièges,ljEZ,ljEZ
lièrent,ljER,ljER
lièvre,ljEvR,ljEvR
lièvres,ljEvR,ljEvR
lié,lje,lje
lié,lje,lje
liée,lje,lje
liée,lje,lje
liées,lje,lje
liées,lje,lje
liégeois,ljeZwa,lje-Zwa
liés,lje,lje
liés,lje,lje
llanos,lanos,la-nos
lloyd,lOjd,lOjd
loader,lod9R,lo-d9R
lob,lOb,lOb
lobaire,lObER,lO-bER
lobbies,lObi,lO-bi
lobby,lObi,lO-bi
lobbying,lObijiG,lO-bi-jiG
lobe,lOb,lOb
lobectomie,lobEktomi,lo-bEk-to-mi
lober,lobe,lo-be
lobes,lOb,lOb
lobotomie,lobotomi,lo-bo-to-mi
lobotomiser,lobotomize,lo-bo-to-mi-ze
lobotomisé,lobotomize,lo-bo-to-mi-ze
lobotomisée,lObOtOmize,lO-bO-tO-mi-ze
lobs,lOb,lOb
lobulaire,lobylER,lo-by-lER
lobé,lobe,lo-be
lobée,lobe,lo-be
local,lokal,lo-kal
local,lokal,lo-kal
locale,lokal,lo-kal
localement,lokal°m@,lo-ka-l°-m@
locales,lokal,lo-kal
localisa,lokaliza,lo-ka-li-za
localisable,lokalizabl,lo-ka-li-zabl
localisaient,lokalizE,lo-ka-li-zE
localisais,lokalizE,lo-ka-li-zE
localisait,lokalizE,lo-ka-li-zE
localisant,lokaliz@,lo-ka-li-z@
localisateur,lokalizat9R,lo-ka-li-za-t9R
localisation,lokalizasj§,lo-ka-li-za-sj§
localisations,lokalizasj§,lo-ka-li-za-sj§
localise,lokaliz,lo-ka-liz
localisent,lokaliz,lo-ka-liz
localiser,lokalize,lo-ka-li-ze
localisera,lokaliz°Ra,lo-ka-li-z°-Ra
localiseront,lokaliz°R§,lo-ka-li-z°-R§
localisez,lokalize,lo-ka-li-ze
localisions,lokalizj§,lo-ka-li-zj§
localisons,lokaliz§,lo-ka-li-z§
localisé,lokalize,lo-ka-li-ze
localisé,lokalize,lo-ka-li-ze
localisée,lokalize,lo-ka-li-ze
localisée,lokalize,lo-ka-li-ze
localisées,lokalize,lo-ka-li-ze
localisées,lokalize,lo-ka-li-ze
localisés,lokalize,lo-ka-li-ze
localisés,lokalize,lo-ka-li-ze
localité,lokalite,lo-ka-li-te
localités,lokalite,lo-ka-li-te
locataire,lokatER,lo-ka-tER
locataires,lokatER,lo-ka-tER
locateurs,lokat9R,lo-ka-t9R
locatif,lokatif,lo-ka-tif
location,lokasj§,lo-ka-sj§
locations,lokasj§,lo-ka-sj§
locative,lokativ,lo-ka-tiv
locatives,lokativ,lo-ka-tiv
locature,lOkatyR,lO-ka-tyR
locaux,loko,lo-ko
locaux,loko,lo-ko
locdu,lOkdy,lOk-dy
loch,lOk,lOk
loche,lOS,lOS
loches,lOS,lOS
lock-out,lOkawt,lO-kawt
lock-outés,lokawte,lo-kaw-te
loco,loko,lo-ko
loco,loko,lo-ko
locomobile,lokomobil,lo-ko-mo-bil
locomoteur,lokomot9R,lo-ko-mo-t9R
locomoteurs,lokomot9R,lo-ko-mo-t9R
locomotion,lokomosj§,lo-ko-mo-sj§
locomotive,lokomotiv,lo-ko-mo-tiv
locomotive,lokomotiv,lo-ko-mo-tiv
locomotives,lokomotiv,lo-ko-mo-tiv
locomotives,lokomotiv,lo-ko-mo-tiv
locomotrice,lokomotRis,lo-ko-mo-tRis
locos,loko,lo-ko
locus,lokys,lo-kys
locuste,lokyst,lo-kyst
locustes,lokyst,lo-kyst
locuteur,lokyt9R,lo-ky-t9R
locution,lokysj§,lo-ky-sj§
locutions,lokysj§,lo-ky-sj§
locutrice,lOkytRis,lO-ky-tRis
loden,lodEn,lo-dEn
lodens,lodEn,lo-dEn
lof,lOf,lOf
lofe,lOf,lOf
lofez,lofe,lo-fe
loft,lOft,lOft
lofts,lOf,lOf
logarithme,logaRitm,lo-ga-Ritm
logarithmes,logaRitm,lo-ga-Ritm
logarithmique,logaRitmik,lo-ga-Rit-mik
loge,lOZ,lOZ
loge,lOZ,lOZ
logea,loZa,lo-Za
logeable,loZabl,lo-Zabl
logeables,loZabl,lo-Zabl
logeai,loZE,lo-ZE
logeaient,loZE,lo-ZE
logeais,loZE,lo-ZE
logeait,loZE,lo-ZE
logeant,loZ@,lo-Z@
logeassent,loZas,lo-Zas
logement,lOZ°m@,lO-Z°-m@
logements,lOZ°m@,lO-Z°-m@
logent,lOZ,lOZ
loger,loZe,lo-Ze
logera,lOZ°Ra,lO-Z°-Ra
logerai,lOZ°RE,lO-Z°-RE
logeraient,lOZ°RE,lO-Z°-RE
logerait,lOZ°RE,lO-Z°-RE
logeras,lOZ°Ra,lO-Z°-Ra
logerez,lOZ°Re,lO-Z°-Re
logerions,lOZ°Rj§,lO-Z°-Rj§
logerons,lOZ°R§,lO-Z°-R§
logeront,lOZ°R§,lO-Z°-R§
loges,lOZ,lOZ
loges,lOZ,lOZ
logettes,loZEt,lo-ZEt
logeur,loZ9R,lo-Z9R
logeurs,loZ9R,lo-Z9R
logeuse,loZ2z,lo-Z2z
logeuses,loZ2z,lo-Z2z
logez,loZe,lo-Ze
loggia,lOdZja,lOd-Zja
loggias,lOdZja,lOd-Zja
logiciel,loZisjEl,lo-Zi-sjEl
logiciel,loZisjEl,lo-Zi-sjEl
logiciels,loZisjEl,lo-Zi-sjEl
logiciels,loZisjEl,lo-Zi-sjEl
logicien,loZisj5,lo-Zi-sj5
logicienne,loZisjEn,lo-Zi-sjEn
logiciens,loZisj5,lo-Zi-sj5
logiez,loZje,lo-Zje
login,lOgin,lO-gin
logions,loZj§,lo-Zj§
logique,loZik,lo-Zik
logique,loZik,lo-Zik
logiquement,loZik°m@,lo-Zi-k°-m@
logiques,loZik,lo-Zik
logiques,loZik,lo-Zik
logis,loZi,lo-Zi
logisticien,lOZistisj5,lO-Zis-ti-sj5
logistique,loZistik,lo-Zis-tik
logistique,loZistik,lo-Zis-tik
logistiques,loZistik,lo-Zis-tik
logo,logo,lo-go
logogriphe,logogRif,lo-go-gRif
logogriphes,logogRif,lo-go-gRif
logomachie,logomaSi,lo-go-ma-Si
logorrhée,logoRe,lo-go-Re
logos,logOs,lo-gOs
logosphère,logosfER,lo-gos-fER
logothètes,logotEt,lo-go-tEt
logue,lOg,lOg
logèrent,loZER,lo-ZER
logé,loZe,lo-Ze
logé,loZe,lo-Ze
logée,loZe,lo-Ze
logée,loZe,lo-Ze
logées,loZe,lo-Ze
logés,loZe,lo-Ze
logés,loZe,lo-Ze
loi,lwa,lwa
loin,lw5,lw5
lointain,lw5t5,lw5-t5
lointain,lw5t5,lw5-t5
lointaine,lw5tEn,lw5-tEn
lointainement,lw5tEn°m@,lw5-tE-n°-m@
lointaines,lw5tEn,lw5-tEn
lointains,lw5t5,lw5-t5
lointains,lw5t5,lw5-t5
loir,lwaR,lwaR
loirs,lwaR,lwaR
lois,lwa,lwa
loisible,lwazibl,lwa-zibl
loisir,lwaziR,lwa-ziR
loisirs,lwaziR,lwa-ziR
lokoum,lokum,lo-kum
lolita,lolita,lo-li-ta
lolitas,lolita,lo-li-ta
lolo,lolo,lo-lo
lolos,lolo,lo-lo
lombaire,l§bER,l§-bER
lombaires,l§bER,l§-bER
lombalgie,l§balZi,l§-bal-Zi
lombard,l§baR,l§-baR
lombarde,l§baRd,l§-baRd
lombarde,l§baRd,l§-baRd
lombardes,l§baRd,l§-baRd
lombardo,l§baRdo,l§-baR-do
lombards,l§baR,l§-baR
lombes,l§b,l§b
lombostats,l§bosta,l§-bos-ta
lombric,l§bRik,l§-bRik
lombrics,l§bRik,l§-bRik
lompe,l§p,l§p
londonien,l§donj5,l§-do-nj5
londonienne,l§donjEn,l§-do-njEn
londoniennes,l§donjEn,l§-do-njEn
londoniens,l§donj5,l§-do-nj5
londrès,l§dREs,l§-dREs
long,l§,l§
long,l§,l§
long,l§,l§
long-courrier,l§kuRje,l§-ku-Rje
long-courriers,l§kuRje,l§-ku-Rje
long-métrage,l§metRaZ,l§-me-tRaZ
longane,l§gan,l§-gan
longanimité,l§ganimite,l§-ga-ni-mi-te
longe,l§Z,l§Z
longe,l§Z,l§Z
longea,l§Za,l§-Za
longeai,l§ZE,l§-ZE
longeaient,l§ZE,l§-ZE
longeais,l§ZE,l§-ZE
longeait,l§ZE,l§-ZE
longeant,l§Z@,l§-Z@
longent,l§Z,l§Z
longeons,l§Z§,l§-Z§
longer,l§Ze,l§-Ze
longera,l§Z°Ra,l§-Z°-Ra
longeraient,l§Z°RE,l§-Z°-RE
longerait,l§Z°RE,l§-Z°-RE
longerions,l§Z°Rj§,l§-Z°-Rj§
longeron,l§Z°R§,l§-Z°-R§
longerons,l§Z°R§,l§-Z°-R§
longerons,l§Z°R§,l§-Z°-R§
longeront,l§Z°R§,l§-Z°-R§
longes,l§Z,l§Z
longes,l§Z,l§Z
longez,l§Ze,l§-Ze
longeâmes,l§Zam,l§-Zam
longicornes,l§ZikORn,l§-Zi-kORn
longiez,l§Zje,l§-Zje
longiforme,l§ZifORm,l§-Zi-fORm
longiligne,l§ZiliN,l§-Zi-liN
longilignes,l§ZiliN,l§-Zi-liN
longions,l§Zj§,l§-Zj§
longitude,l§Zityd,l§-Zi-tyd
longitudinal,l§Zitydinal,l§-Zi-ty-di-nal
longitudinale,l§Zitydinal,l§-Zi-ty-di-nal
longitudinalement,l§Zitydinal°m@,l§-Zi-ty-di-na-l°-m@
longitudinales,l§Zitydinal,l§-Zi-ty-di-nal
longitudinaux,l§Zitydino,l§-Zi-ty-di-no
longrines,l§gRin,l§-gRin
longs,l§,l§
longs,l§,l§
longtemps,l§t@,l§-t@
longue,l§g,l§g
longue,l§g,l§g
longue-vue,l§gvy,l§g-vy
longuement,l§g°m@,l§-g°-m@
longues,l§g,l§g
longues,l§g,l§g
longues-vues,l§gvy,l§g-vy
longuet,l§gE,l§-gE
longuet,l§gE,l§-gE
longuette,l§gEt,l§-gEt
longuettes,l§gEt,l§-gEt
longueur,l§g9R,l§-g9R
longueurs,l§g9R,l§-g9R
longèrent,l§ZER,l§-ZER
longé,l§Ze,l§-Ze
longée,l§Ze,l§-Ze
longés,l§Ze,l§-Ze
longévité,l§Zevite,l§-Ze-vi-te
look,luk,luk
looks,luks,luks
looping,lupiG,lu-piG
loopings,lupiG,lu-piG
looser,luz9R,lu-z9R
loosers,luz9R,lu-z9R
lopaille,lOpaj,lO-paj
lope,lOp,lOp
lopes,lOp,lOp
lopette,lopEt,lo-pEt
lopettes,lopEt,lo-pEt
lopin,lop5,lo-p5
lopins,lop5,lo-p5
loquace,lokas,lo-kas
loquaces,lokas,lo-kas
loquacité,lokasite,lo-ka-si-te
loquait,lokE,lo-kE
loque,lOk,lOk
loquedu,lOk°dy,lO-k°-dy
loquedus,lOk°dy,lO-k°-dy
loquer,loke,lo-ke
loques,lOk,lOk
loquet,lokE,lo-kE
loqueteau,lOk°to,lO-k°-to
loqueteuse,lOk°t2z,lO-k°-t2z
loqueteuses,lOk°t2z,lO-k°-t2z
loqueteux,lOk°t2,lO-k°-t2
loquets,lokE,lo-kE
loquette,lokEt,lo-kEt
loqué,lOke,lO-ke
loqués,loke,lo-ke
loran,loR@,lo-R@
lord,lORd,lORd
lord-maire,lORdmER,lOR-dmER
lordose,lORdoz,lOR-doz
lords,lORdz,lORdz
lorette,lOREt,lO-REt
lorettes,loREt,lo-REt
lorgna,lORNa,lOR-Na
lorgnaient,lORNE,lOR-NE
lorgnais,lORNE,lOR-NE
lorgnait,lORNE,lOR-NE
lorgnant,lORN@,lOR-N@
lorgne,lORN,lORN
lorgnent,lORN,lORN
lorgner,lORNe,lOR-Ne
lorgnerai,lORN°RE,lOR-N°-RE
lorgnerez,lORN°Re,lOR-N°-Re
lorgnette,lORNEt,lOR-NEt
lorgnettes,lORNEt,lOR-NEt
lorgnez,lORNe,lOR-Ne
lorgnon,lORN§,lOR-N§
lorgnons,lORN§,lOR-N§
lorgnèrent,lORNER,lOR-NER
lorgné,lORNe,lOR-Ne
lorgnées,lORNe,lOR-Ne
lorgnés,lORNe,lOR-Ne
lori,lORi,lO-Ri
loriot,loRjo,lo-Rjo
loriots,loRjo,lo-Rjo
loris,lORis,lO-Ris
lorrain,loR5,lo-R5
lorrain,loR5,lo-R5
lorraine,loREn,lo-REn
lorraine,loREn,lo-REn
lorraines,loREn,lo-REn
lorrains,loR5,lo-R5
lorrains,loR5,lo-R5
lors,lOR,lOR
lorsqu,lORsk,lORsk
lorsque,lORsk°,lOR-sk°
lorsque,lORsk°,lOR-sk°
los,lo,lo
losange,loz@Z,lo-z@Z
losanges,loz@Z,lo-z@Z
losangé,loz@Ze,lo-z@-Ze
losangée,loz@Ze,lo-z@-Ze
losangés,loz@Ze,lo-z@-Ze
loser,loze,lo-ze
losers,lozER,lo-zER
lot,lo,lo
loterie,lOt°Ri,lO-t°-Ri
loteries,lOt°Ri,lO-t°-Ri
loti,loti,lo-ti
loti,loti,lo-ti
lotie,loti,lo-ti
lotie,loti,lo-ti
lotier,lotje,lo-tje
loties,loti,lo-ti
lotion,losj§,lo-sj§
lotionnés,losjone,lo-sjo-ne
lotions,losj§,lo-sj§
lotir,lotiR,lo-tiR
lotis,loti,lo-ti
lotis,loti,lo-ti
lotissement,lotis°m@,lo-ti-s°-m@
lotissements,lotis°m@,lo-ti-s°-m@
loto,loto,lo-to
lotos,loto,lo-to
lots,lo,lo
lotta,lOta,lO-ta
lotte,lOt,lOt
lottes,lOt,lOt
lotus,lotys,lo-tys
loua,lwa,lwa
louable,lwabl,lwabl
louablement,lwabl2m@,lwa-bl2-m@
louables,lwabl,lwabl
louage,lwaZ,lwaZ
louai,lwE,lwE
louaient,lwE,lwE
louais,lwE,lwE
louait,lwE,lwE
louange,lw@Z,lw@Z
louange,lw@Z,lw@Z
louangea,lw@Za,lw@-Za
louangeaient,lw@ZE,lw@-ZE
louangeant,lw@Z@,lw@-Z@
louanger,lw@Ze,lw@-Ze
louanges,lw@Z,lw@Z
louangeur,lw@Z9R,lw@-Z9R
louangeur,lw@Z9R,lw@-Z9R
louangeuses,lw@Z2z,lw@-Z2z
louangé,lw@Ze,lw@-Ze
louangée,lw@Ze,lw@-Ze
louangés,lw@Ze,lw@-Ze
louant,lw@,lw@
loubard,lubaR,lu-baR
loubarde,lubaRd,lu-baRd
loubards,lubaR,lu-baR
loucha,luSa,lu-Sa
louchai,luSE,lu-SE
louchaient,luSE,lu-SE
louchais,luSE,lu-SE
louchait,luSE,lu-SE
louchant,luS@,lu-S@
louche,luS,luS
louche,luS,luS
louche,luS,luS
louchebem,lukEbEm,lu-kE-bEm
louchement,luS°m@,lu-S°-m@
louchent,luS,luS
loucher,luSe,lu-Se
louches,luS,luS
louches,luS,luS
louches,luS,luS
louchet,luSE,lu-SE
loucheur,luS9R,lu-S9R
loucheuse,luS2z,lu-S2z
louchez,luSe,lu-Se
louchon,luS§,lu-S§
louchons,luS§,lu-S§
louchons,luS§,lu-S§
louchât,luSa,lu-Sa
louché,luSe,lu-Se
louchébème,luSebEm,lu-Se-bEm
louchée,luSe,lu-Se
loue,lu,lu
louent,lu,lu
louer,lwe,lwe
louera,luRa,lu-Ra
louerai,luRE,lu-RE
loueraient,luRE,lu-RE
louerais,luRE,lu-RE
louerait,luRE,lu-RE
loueras,luRa,lu-Ra
loueriez,luRje,lu-Rje
louerons,luR§,lu-R§
loues,lu,lu
loueur,lw9R,lw9R
loueurs,lw9R,lw9R
loueuse,lw2z,lw2z
louez,lue,lu-e
louf,luf,luf
loufer,lufe,lu-fe
loufes,luf,luf
loufiat,lufja,lu-fja
loufiats,lufja,lu-fja
loufoque,lufOk,lu-fOk
loufoquerie,lufOk°Ri,lu-fO-k°-Ri
loufoqueries,lufOk°Ri,lu-fO-k°-Ri
loufoques,lufOk,lu-fOk
louftingue,luft5g,luf-t5g
louions,luj§,lu-j§
louis,lwi,lwi
louis,lwi,lwi
louis-philippard,lwifilipaRd,lwi-fi-li-paRd
louis-philipparde,lwifilipaRd,lwi-fi-li-paRd
louis-philippards,lwifilipaR,lwi-fi-li-paR
louise-bonne,lwizbOn,lwiz-bOn
louisianais,luizijanE,lu-i-zi-ja-nE
louisianais,luizijanE,lu-i-zi-ja-nE
loukoum,lukum,lu-kum
loukoums,lukum,lu-kum
loulou,lulu,lu-lu
loulous,lulu,lu-lu
louloute,lulut,lu-lut
louloutes,lulut,lu-lut
louloutte,lulut,lu-lut
louons,lw§,lw§
loup,lu,lu
loup-cervier,lusERvje,lu-sER-vje
loup-garou,lugaRu,lu-ga-Ru
loupa,lupa,lu-pa
loupai,lupE,lu-pE
loupaient,lupE,lu-pE
loupais,lupE,lu-pE
loupait,lupE,lu-pE
loupe,lup,lup
loupe,lup,lup
loupent,lup,lup
louper,lupe,lu-pe
loupera,lup°Ra,lu-p°-Ra
louperai,lup°RE,lu-p°-RE
louperais,lup°RE,lu-p°-RE
louperait,lup°RE,lu-p°-RE
louperas,lup°Ra,lu-p°-Ra
louperez,lup°Re,lu-p°-Re
loupes,lup,lup
loupes,lup,lup
loupez,lupe,lu-pe
loupiat,lupja,lu-pja
loupiez,lupje,lu-pje
loupiot,lupjo,lu-pjo
loupiote,lupjOt,lu-pjOt
loupiotes,lupjOt,lu-pjOt
loupiots,lupjo,lu-pjo
loupiotte,lupjOt,lu-pjOt
loupiottes,lupjOt,lu-pjOt
loups,lu,lu
loups-cerviers,lusERvje,lu-sER-vje
loups-garous,lugaRu,lu-ga-Ru
loupé,lupe,lu-pe
loupé,lupe,lu-pe
loupée,lupe,lu-pe
loupées,lupe,lu-pe
loupés,lupe,lu-pe
loupés,lupe,lu-pe
lourant,luR@,lu-R@
lourd,luR,luR
lourd,luR,luR
lourd,luR,luR
lourdait,luRdE,luR-dE
lourdant,luRd@,luR-d@
lourdaud,luRdo,luR-do
lourdaud,luRdo,luR-do
lourdaude,luRdod,luR-dod
lourdaudes,luRdod,luR-dod
lourdauds,luRdo,luR-do
lourdauds,luRdo,luR-do
lourde,luRd,luRd
lourde,luRd,luRd
lourdement,luRd°m@,luR-d°-m@
lourder,luRde,luR-de
lourderie,luRd°Ri,luR-d°-Ri
lourdes,luRd,luRd
lourdes,luRd,luRd
lourdeur,luRd9R,luR-d9R
lourdeurs,luRd9R,luR-d9R
lourdingue,luRd5g,luR-d5g
lourdingues,luRd5g,luR-d5g
lourds,luR,luR
lourds,luR,luR
lourdé,luRde,luR-de
lourdée,luRde,luR-de
lourdées,luRde,luR-de
lourdés,luRde,luR-de
loustic,lustik,lus-tik
loustics,lustik,lus-tik
loute,lut,lut
loutre,lutR,lutR
loutres,lutR,lutR
louve,luv,luv
louves,luv,luv
louvet,luvE,lu-vE
louveteau,luv°to,lu-v°-to
louveteaux,luv°to,lu-v°-to
louvetiers,luv°tje,lu-v°-tje
louvoie,luvwa,lu-vwa
louvoiements,luvwam@,lu-vwa-m@
louvoient,luvwa,lu-vwa
louvoyaient,luvwajE,lu-vwa-jE
louvoyait,luvwajE,lu-vwa-jE
louvoyant,luvwaj@,lu-vwa-j@
louvoyant,luvwaj@,lu-vwa-j@
louvoyants,luvwaj@,lu-vwa-j@
louvoyer,luvwaje,lu-vwa-je
louvoyons,luvwaj§,lu-vwa-j§
louvoyât,luvwaja,lu-vwa-ja
louvoyé,luvwaje,lu-vwa-je
louâmes,lwam,lwam
louèrent,lwER,lwER
loué,lwe,lwe
loué,lwe,lwe
louée,lwe,lwe
louée,lwe,lwe
louée,lwe,lwe
louées,lwe,lwe
louées,lwe,lwe
louées,lwe,lwe
loués,lwe,lwe
loués,lwe,lwe
lova,lova,lo-va
lovaient,lovE,lo-vE
lovais,lovE,lo-vE
lovait,lovE,lo-vE
lovant,lov@,lo-v@
love,lOv,lOv
lovent,lOv,lOv
lover,love,lo-ve
lové,love,lo-ve
lovée,love,lo-ve
lovées,love,lo-ve
lovés,love,lo-ve
loyal,lwajal,lwa-jal
loyale,lwajal,lwa-jal
loyalement,lwajal°m@,lwa-ja-l°-m@
loyales,lwajal,lwa-jal
loyalisme,lwajalizm,lwa-ja-lizm
loyaliste,lwajalist,lwa-ja-list
loyaliste,lwajalist,lwa-ja-list
loyalistes,lwajalist,lwa-ja-list
loyalistes,lwajalist,lwa-ja-list
loyauté,lwajote,lwa-jo-te
loyautés,lwajote,lwa-jo-te
loyaux,lwajo,lwa-jo
loyer,lwaje,lwa-je
loyers,lwaje,lwa-je
lsd,ElEsde,E-lEs-de
lu,ly,ly
lu,ly,ly
lubie,lybi,ly-bi
lubies,lybi,ly-bi
lubricité,lybRisite,ly-bRi-si-te
lubrifiant,lybRifj@,ly-bRi-fj@
lubrifiant,lybRifj@,ly-bRi-fj@
lubrifiant,lybRifj@,ly-bRi-fj@
lubrifiante,lybRifj@t,ly-bRi-fj@t
lubrifiants,lybRifj@,ly-bRi-fj@
lubrification,lybRifikasj§,ly-bRi-fi-ka-sj§
lubrifie,lybRifi,ly-bRi-fi
lubrifient,lybRifi,ly-bRi-fi
lubrifier,lybRifje,ly-bRi-fje
lubrifié,lybRifje,ly-bRi-fje
lubrifié,lybRifje,ly-bRi-fje
lubrifiée,lybRifje,ly-bRi-fje
lubrifiée,lybRifje,ly-bRi-fje
lubrifiées,lybRifje,ly-bRi-fje
lubrifiées,lybRifje,ly-bRi-fje
lubrifiés,lybRifje,ly-bRi-fje
lubrique,lybRik,ly-bRik
lubriques,lybRik,ly-bRik
lucarne,lykaRn,ly-kaRn
lucarnes,lykaRn,ly-kaRn
luce,lys,lys
luce,lys,lys
lucet,lysE,ly-sE
lucide,lysid,ly-sid
lucidement,lysid°m@,ly-si-d°-m@
lucides,lysid,ly-sid
lucidité,lysidite,ly-si-di-te
lucidités,lysidite,ly-si-di-te
luciférien,lysifeRj5,ly-si-fe-Rj5
luciférienne,lysifeRjEn,ly-si-fe-RjEn
lucifériens,lysifeRj5,ly-si-fe-Rj5
lucilie,lysili,ly-si-li
luciole,lysjOl,ly-sjOl
lucioles,lysjOl,ly-sjOl
lucite,lysit,ly-sit
lucratif,lykRatif,ly-kRa-tif
lucratifs,lykRatif,ly-kRa-tif
lucrative,lykRativ,ly-kRa-tiv
lucratives,lykRativ,ly-kRa-tiv
lucre,lykR,lykR
luddite,lydit,ly-dit
ludion,lydj§,ly-dj§
ludions,lydj§,ly-dj§
ludique,lydik,ly-dik
ludiques,lydik,ly-dik
lue,ly,ly
lue,ly,ly
lues,ly,ly
lues,ly,ly
luette,l8Et,l8Et
luettes,l8Et,l8Et
lueur,l89R,l89R
lueurs,l89R,l89R
luffa,l9fa,l9-fa
luge,lyZ,lyZ
luger,lyZe,ly-Ze
lugers,lyZe,ly-Ze
luges,lyZ,lyZ
lugubre,lygybR,ly-gybR
lugubrement,lygybR°m@,ly-gy-bR°-m@
lugubres,lygybR,ly-gybR
lui,l8i,l8i
lui,l8i,l8i
lui-même,l8imEm,l8i-mEm
luira,l8iRa,l8i-Ra
luiraient,l8iRE,l8i-RE
luirait,l8iRE,l8i-RE
luire,l8iR,l8iR
luirent,l8iR,l8iR
luis,l8i,l8i
luisaient,l8izE,l8i-zE
luisait,l8izE,l8i-zE
luisance,l8iz@s,l8i-z@s
luisances,l8iz@s,l8i-z@s
luisant,l8iz@,l8i-z@
luisant,l8iz@,l8i-z@
luisant,l8iz@,l8i-z@
luisante,l8iz@t,l8i-z@t
luisantes,l8iz@t,l8i-z@t
luisants,l8iz@,l8i-z@
luisants,l8iz@,l8i-z@
luise,l8iz,l8iz
luisent,l8iz,l8iz
luit,l8i,l8i
lulu,lyly,ly-ly
lulus,lyly,ly-ly
lumbago,l§bago,l§-ba-go
lumbagos,l§bago,l§-ba-go
lumen,lymEn,ly-mEn
lumignon,lymiN§,ly-mi-N§
lumignons,lymiN§,ly-mi-N§
luminaire,lyminER,ly-mi-nER
luminaires,lyminER,ly-mi-nER
luminescence,lyminEs@s,ly-mi-nE-s@s
luminescent,lyminEs@,ly-mi-nE-s@
luminescente,lyminEs@t,ly-mi-nE-s@t
luminescentes,lyminEs@t,ly-mi-nE-s@t
luminescents,lyminEs@,ly-mi-nE-s@
lumineuse,lymin2z,ly-mi-n2z
lumineusement,lymin2z°m@,ly-mi-n2-z°-m@
lumineuses,lymin2z,ly-mi-n2z
lumineux,lymin2,ly-mi-n2
luminosité,lyminozite,ly-mi-no-zi-te
luminosités,lyminozite,ly-mi-no-zi-te
lumière,lymjER,ly-mjER
lumières,lymjER,ly-mjER
lump,l1p,l1p
lunaire,lynER,ly-nER
lunaire,lynER,ly-nER
lunaires,lynER,ly-nER
lunaison,lynEz§,ly-nE-z§
lunaisons,lynEz§,ly-nE-z§
lunatique,lynatik,ly-na-tik
lunatiques,lynatik,ly-na-tik
lunch,l9ntS,l9ntS
luncher,l1Se,l1-Se
lunches,l9ntS,l9ntS
lundi,l1di,l1-di
lundis,l1di,l1-di
lune,lyn,lyn
lunes,lyn,lyn
lunetier,lyn°tje,ly-n°-tje
lunette,lynEt,ly-nEt
lunetteries,lynEt°Ri,ly-nE-t°-Ri
lunettes,lynEt,ly-nEt
lunetteux,lynEt2,ly-nE-t2
lunetté,lynEte,ly-nE-te
lunule,lynyl,ly-nyl
lunules,lynyl,ly-nyl
luné,lyne,ly-ne
lunée,lyne,ly-ne
lunés,lyne,ly-ne
lupanar,lypanaR,ly-pa-naR
lupanars,lypanaR,ly-pa-naR
lupin,lyp5,ly-p5
lupins,lyp5,ly-p5
lupus,lypys,ly-pys
lur,luR,luR
lurent,lyR,lyR
lurex,lyREks,ly-REks
luron,lyR§,ly-R§
luronne,lyROn,ly-ROn
luronnes,lyROn,ly-ROn
lurons,lyR§,ly-R§
lus,ly,ly
lus,ly,ly
lusitanienne,lyzitanjEn,ly-zi-ta-njEn
lustra,lystRa,lys-tRa
lustrage,lystRaZ,lys-tRaZ
lustraient,lystRE,lys-tRE
lustrait,lystRE,lys-tRE
lustral,lystRal,lys-tRal
lustrale,lystRal,lys-tRal
lustrales,lystRal,lys-tRal
lustrant,lystR@,lys-tR@
lustre,lystR,lystR
lustre,lystR,lystR
lustrer,lystRe,lys-tRe
lustres,lystR,lystR
lustres,lystR,lystR
lustreur,lystR9R,lys-tR9R
lustreuse,lystR2z,lys-tR2z
lustrine,lystRin,lys-tRin
lustré,lystRe,lys-tRe
lustré,lystRe,lys-tRe
lustrée,lystRe,lys-tRe
lustrée,lystRe,lys-tRe
lustrées,lystRe,lys-tRe
lustrées,lystRe,lys-tRe
lustrés,lystRe,lys-tRe
lustrés,lystRe,lys-tRe
lustucru,lystykRy,lys-ty-kRy
lut,ly,ly
lut,ly,ly
luth,lyt,lyt
lutherie,lytRi,ly-tRi
luthier,lytje,ly-tje
luths,lyt,lyt
luthéranisme,lyteRanizm,ly-te-Ra-nizm
luthérianisme,lyteRjanizm,ly-te-Rja-nizm
luthérien,lyteRj5,ly-te-Rj5
luthérien,lyteRj5,ly-te-Rj5
luthérienne,lyteRjEn,ly-te-RjEn
luthérienne,lyteRjEn,ly-te-RjEn
luthériennes,lyteRjEn,ly-te-RjEn
luthériens,lyteRj5,ly-te-Rj5
luthériens,lyteRj5,ly-te-Rj5
lutin,lyt5,ly-t5
lutin,lyt5,ly-t5
